symbol,assetType,exchange,canonicalName,aliases,sector
MCFT,STOCK,NASDAQ,"MasterCraft Boat Holdings, Inc.","MCFT|MasterCraft Boat Holdings, Inc.",Unknown
MCGA,STOCK,NASDAQ,Yorkville Acquisition Corp.,MCGA|Yorkville Acquisition Corp.,Unknown
MCHB,STOCK,NASDAQ,Mechanics Bancorp,MCHB|Mechanics Bancorp,Unknown
MCHP,STOCK,NASDAQ,Microchip Technology Incorporated,MCHP|Microchip Technology Incorporated,Unknown
MCHX,STOCK,NASDAQ,"Marchex, Inc.","MCHX|Marchex, Inc.",Unknown
MCRB,STOCK,NASDAQ,"Seres Therapeutics, Inc.","MCRB|Seres Therapeutics, Inc.",Unknown
MCRI,STOCK,NASDAQ,"Monarch Casino & Resort, Inc.","MCRI|Monarch Casino & Resort, Inc.",Unknown
MCTA,STOCK,NASDAQ,Charming Medical Limited,MCTA|Charming Medical Limited,Unknown
MCW,STOCK,NASDAQ,"Mister Car Wash, Inc.","MCW|Mister Car Wash, Inc.",Unknown
MDAI,STOCK,NASDAQ,"Spectral AI, Inc.","MDAI|Spectral AI, Inc.",Unknown
MDB,STOCK,NASDAQ,"MongoDB, Inc.","MDB|MongoDB, Inc.",Unknown
MDBH,STOCK,NASDAQ,"MDB Capital Holdings, LLC","MDBH|MDB Capital Holdings, LLC",Unknown
MDCX,STOCK,NASDAQ,Medicus Pharma Ltd.,MDCX|Medicus Pharma Ltd.,Unknown
MDGL,STOCK,NASDAQ,"Madrigal Pharmaceuticals, Inc.","MDGL|Madrigal Pharmaceuticals, Inc.",Unknown
MDIA,STOCK,NASDAQ,Mediaco Holding Inc.,MDIA|Mediaco Holding Inc.,Unknown
MDLN,STOCK,NASDAQ,Medline Inc.,MDLN|Medline Inc.,Unknown
MDLZ,STOCK,NASDAQ,"Mondelez International, Inc.","MDLZ|Mondelez International, Inc.",Unknown
MDRR,STOCK,NASDAQ,"Medalist Diversified, Inc.","MDRR|Medalist Diversified, Inc.",Unknown
MDWD,STOCK,NASDAQ,MediWound Ltd.,MDWD|MediWound Ltd.,Unknown
MDXG,STOCK,NASDAQ,"MiMedx Group, Inc","MDXG|MiMedx Group, Inc",Unknown
MDXH,STOCK,NASDAQ,MDxHealth SA,MDXH|MDxHealth SA,Unknown
MEDP,STOCK,NASDAQ,"Medpace Holdings, Inc.","MEDP|Medpace Holdings, Inc.",Unknown
MEGL,STOCK,NASDAQ,Magic Empire Global Limited,MEGL|Magic Empire Global Limited,Unknown
MEHA,STOCK,NASDAQ,"Functional Brands, Inc.","MEHA|Functional Brands, Inc.",Unknown
MELI,STOCK,NASDAQ,"MercadoLibre, Inc.","MELI|MercadoLibre, Inc.",Unknown
MENS,STOCK,NASDAQ,Jyong Biotech Ltd.,MENS|Jyong Biotech Ltd.,Unknown
MEOH,STOCK,NASDAQ,Methanex Corporation,MEOH|Methanex Corporation,Unknown
MERC,STOCK,NASDAQ,Mercer International Inc.,MERC|Mercer International Inc.,Unknown
MESH,STOCK,NASDAQ,Meshflow Acquisition Corp.,MESH|Meshflow Acquisition Corp.,Unknown
META,STOCK,NASDAQ,"Meta Platforms, Inc.","META|Meta Platforms, Inc.|Meta",Unknown
METC,STOCK,NASDAQ,"Ramaco Resources, Inc.","METC|Ramaco Resources, Inc.",Unknown
METCB,STOCK,NASDAQ,"Ramaco Resources, Inc.","METCB|Ramaco Resources, Inc.",Unknown
MEVO,STOCK,NASDAQ,M Evo Global Acquisition Corp II,MEVO|M Evo Global Acquisition Corp II,Unknown
MFI,STOCK,NASDAQ,mF International Limited,MFI|mF International Limited,Unknown
MFIN,STOCK,NASDAQ,Medallion Financial Corp.,MFIN|Medallion Financial Corp.,Unknown
MGEE,STOCK,NASDAQ,MGE Energy Inc.,MGEE|MGE Energy Inc.,Unknown
MGIH,STOCK,NASDAQ,Millennium Group International Holdings Limited,MGIH|Millennium Group International Holdings Limited,Unknown
MGN,STOCK,NASDAQ,Megan Holdings Limited,MGN|Megan Holdings Limited,Unknown
MGNI,STOCK,NASDAQ,"Magnite, Inc.","MGNI|Magnite, Inc.",Unknown
MGNX,STOCK,NASDAQ,"MacroGenics, Inc.","MGNX|MacroGenics, Inc.",Unknown
MGPI,STOCK,NASDAQ,"MGP Ingredients, Inc.","MGPI|MGP Ingredients, Inc.",Unknown
MGRC,STOCK,NASDAQ,McGrath RentCorp,MGRC|McGrath RentCorp,Unknown
MGRT,STOCK,NASDAQ,Mega Fortune Company Limited,MGRT|Mega Fortune Company Limited,Unknown
MGRX,STOCK,NASDAQ,"Mangoceuticals, Inc.","MGRX|Mangoceuticals, Inc.",Unknown
MGTX,STOCK,NASDAQ,MeiraGTx Holdings plc,MGTX|MeiraGTx Holdings plc,Unknown
MGX,STOCK,NASDAQ,"Metagenomi Therapeutics, Inc.","MGX|Metagenomi Therapeutics, Inc.",Unknown
MGYR,STOCK,NASDAQ,"Magyar Bancorp, Inc.","MGYR|Magyar Bancorp, Inc.",Unknown
MIDD,STOCK,NASDAQ,The Middleby Corporation,MIDD|The Middleby Corporation,Unknown
MIGI,STOCK,NASDAQ,Mawson Infrastructure Group Inc.,MIGI|Mawson Infrastructure Group Inc.,Unknown
MIMI,STOCK,NASDAQ,Mint Incorporation Limited,MIMI|Mint Incorporation Limited,Unknown
MIND,STOCK,NASDAQ,"MIND Technology, Inc.","MIND|MIND Technology, Inc.",Unknown
MIRA,STOCK,NASDAQ,"MIRA Pharmaceuticals, Inc.","MIRA|MIRA Pharmaceuticals, Inc.",Unknown
MIRM,STOCK,NASDAQ,"Mirum Pharmaceuticals, Inc.","MIRM|Mirum Pharmaceuticals, Inc.",Unknown
MIST,STOCK,NASDAQ,Milestone Pharmaceuticals Inc.,MIST|Milestone Pharmaceuticals Inc.,Unknown
MITK,STOCK,NASDAQ,"Mitek Systems, Inc.","MITK|Mitek Systems, Inc.",Unknown
MKDW,STOCK,NASDAQ,MKDWELL Tech Inc.,MKDW|MKDWELL Tech Inc.,Unknown
MKLY,STOCK,NASDAQ,McKinley Acquisition Corporation,MKLY|McKinley Acquisition Corporation,Unknown
MKSI,STOCK,NASDAQ,MKS Inc.,MKSI|MKS Inc.,Unknown
MKTW,STOCK,NASDAQ,"MarketWise, Inc.","MKTW|MarketWise, Inc.",Unknown
MKTX,STOCK,NASDAQ,"MarketAxess Holdings, Inc.","MKTX|MarketAxess Holdings, Inc.",Unknown
MKZR,STOCK,NASDAQ,"MacKenzie Realty Capital, Inc.","MKZR|MacKenzie Realty Capital, Inc.",Unknown
MLAA,STOCK,NASDAQ,Mountain Lake Acquisition Corp. II,MLAA|Mountain Lake Acquisition Corp. II,Unknown
MLAB,STOCK,NASDAQ,"Mesa Laboratories, Inc.","MLAB|Mesa Laboratories, Inc.",Unknown
MLAC,STOCK,NASDAQ,Mountain Lake Acquisition Corp.,MLAC|Mountain Lake Acquisition Corp.,Unknown
MLCI,STOCK,NASDAQ,Mount Logan Capital Inc.,MLCI|Mount Logan Capital Inc.,Unknown
MLEC,STOCK,NASDAQ,Moolec Science SA,MLEC|Moolec Science SA,Unknown
MLGO,STOCK,NASDAQ,"MicroAlgo, Inc.","MLGO|MicroAlgo, Inc.",Unknown
MLKN,STOCK,NASDAQ,"MillerKnoll, Inc.","MLKN|MillerKnoll, Inc.",Unknown
MLTX,STOCK,NASDAQ,MoonLake Immunotherapeutics,MLTX|MoonLake Immunotherapeutics,Unknown
MLYS,STOCK,NASDAQ,"Mineralys Therapeutics, Inc.","MLYS|Mineralys Therapeutics, Inc.",Unknown
MMED,STOCK,NASDAQ,"MiniMed Group, Inc.","MMED|MiniMed Group, Inc.",Unknown
MMSI,STOCK,NASDAQ,"Merit Medical Systems, Inc.","MMSI|Merit Medical Systems, Inc.",Unknown
MMTX,STOCK,NASDAQ,Miluna Acquisition Corp,MMTX|Miluna Acquisition Corp,Unknown
MMYT,STOCK,NASDAQ,MakeMyTrip Limited,MMYT|MakeMyTrip Limited,Unknown
MNDO,STOCK,NASDAQ,MIND C.T.I. Ltd.,MNDO|MIND C.T.I. Ltd.,Unknown
MNDR,STOCK,NASDAQ,Mobile-health Network Solutions,MNDR|Mobile-health Network Solutions,Unknown
MNDY,STOCK,NASDAQ,monday.com Ltd.,MNDY|monday.com Ltd.,Unknown
MNKD,STOCK,NASDAQ,MannKind Corporation,MNKD|MannKind Corporation,Unknown
MNOV,STOCK,NASDAQ,"MediciNova, Inc.","MNOV|MediciNova, Inc.",Unknown
MNPR,STOCK,NASDAQ,Monopar Therapeutics Inc.,MNPR|Monopar Therapeutics Inc.,Unknown
MNRO,STOCK,NASDAQ,"Monro, Inc.","MNRO|Monro, Inc.",Unknown
MNSB,STOCK,NASDAQ,"MainStreet Bancshares, Inc.","MNSB|MainStreet Bancshares, Inc.",Unknown
MNST,STOCK,NASDAQ,Monster Beverage Corporation,MNST|Monster Beverage Corporation,Unknown
MNTK,STOCK,NASDAQ,"Montauk Renewables, Inc.","MNTK|Montauk Renewables, Inc.",Unknown
MNTS,STOCK,NASDAQ,Momentus Inc.,MNTS|Momentus Inc.,Unknown
MNY,STOCK,NASDAQ,MoneyHero Limited,MNY|MoneyHero Limited,Unknown
MOB,STOCK,NASDAQ,Mobilicom Limited,MOB|Mobilicom Limited,Unknown
MOBX,STOCK,NASDAQ,"Mobix Labs, Inc.","MOBX|Mobix Labs, Inc.",Unknown
MODD,STOCK,NASDAQ,"Modular Medical, Inc.","MODD|Modular Medical, Inc.",Unknown
MORN,STOCK,NASDAQ,"Morningstar, Inc.","MORN|Morningstar, Inc.",Unknown
MOVE,STOCK,NASDAQ,"Corvex, Inc.","MOVE|Corvex, Inc.",Unknown
MPAA,STOCK,NASDAQ,"Motorcar Parts of America, Inc.","MPAA|Motorcar Parts of America, Inc.",Unknown
MPB,STOCK,NASDAQ,Mid Penn Bancorp,MPB|Mid Penn Bancorp,Unknown
MPLT,STOCK,NASDAQ,"MapLight Therapeutics, Inc.","MPLT|MapLight Therapeutics, Inc.",Unknown
MPWR,STOCK,NASDAQ,"Monolithic Power Systems, Inc.","MPWR|Monolithic Power Systems, Inc.",Unknown
MQ,STOCK,NASDAQ,"Marqeta, Inc.","MQ|Marqeta, Inc.",Unknown
MRAM,STOCK,NASDAQ,"Everspin Technologies, Inc.","MRAM|Everspin Technologies, Inc.",Unknown
MRBK,STOCK,NASDAQ,Meridian Corporation,MRBK|Meridian Corporation,Unknown
MRCY,STOCK,NASDAQ,Mercury Systems Inc,MRCY|Mercury Systems Inc,Unknown
MRDN,STOCK,NASDAQ,Meridian Holdings Inc.,MRDN|Meridian Holdings Inc.,Unknown
MRKR,STOCK,NASDAQ,"Marker Therapeutics, Inc.","MRKR|Marker Therapeutics, Inc.",Unknown
MRLN,STOCK,NASDAQ,"Merlin, Inc.","MRLN|Merlin, Inc.",Unknown
MRNA,STOCK,NASDAQ,"Moderna, Inc.","MRNA|Moderna, Inc.",Unknown
MRNO,STOCK,NASDAQ,Murano Global Investments PLC,MRNO|Murano Global Investments PLC,Unknown
MRTN,STOCK,NASDAQ,"Marten Transport, Ltd.","MRTN|Marten Transport, Ltd.",Unknown
MRVI,STOCK,NASDAQ,"Maravai LifeSciences Holdings, Inc.","MRVI|Maravai LifeSciences Holdings, Inc.",Unknown
MRVL,STOCK,NASDAQ,"Marvell Technology, Inc.","MRVL|Marvell Technology, Inc.",Unknown
MRX,STOCK,NASDAQ,Marex Group plc,MRX|Marex Group plc,Unknown
MSAI,STOCK,NASDAQ,"MultiSensor AI Holdings, Inc.","MSAI|MultiSensor AI Holdings, Inc.",Unknown
MSBI,STOCK,NASDAQ,"Midland States Bancorp, Inc.","MSBI|Midland States Bancorp, Inc.",Unknown
MSEX,STOCK,NASDAQ,Middlesex Water Company,MSEX|Middlesex Water Company,Unknown
MSFT,STOCK,NASDAQ,Microsoft Corporation,MSFT|Microsoft Corporation|Microsoft,Unknown
MSGM,STOCK,NASDAQ,Motorsport Games Inc.,MSGM|Motorsport Games Inc.,Unknown
MSGY,STOCK,NASDAQ,Masonglory Limited,MSGY|Masonglory Limited,Unknown
MSLE,STOCK,NASDAQ,Satellos Bioscience Inc.,MSLE|Satellos Bioscience Inc.,Unknown
MSS,STOCK,NASDAQ,Maison Solutions Inc.,MSS|Maison Solutions Inc.,Unknown
MSTR,STOCK,NASDAQ,Strategy Inc,MSTR|Strategy Inc,Unknown
MSW,STOCK,NASDAQ,Ming Shing Group Holdings Limited,MSW|Ming Shing Group Holdings Limited,Unknown
MTC,STOCK,NASDAQ,"MMTec, Inc.","MTC|MMTec, Inc.",Unknown
MTCH,STOCK,NASDAQ,"Match Group, Inc.","MTCH|Match Group, Inc.",Unknown
MTEK,STOCK,NASDAQ,Maris-Tech Ltd.,MTEK|Maris-Tech Ltd.,Unknown
MTEN,STOCK,NASDAQ,Mingteng International Corporation Inc.,MTEN|Mingteng International Corporation Inc.,Unknown
MTEX,STOCK,NASDAQ,"Mannatech, Incorporated","MTEX|Mannatech, Incorporated",Unknown
MTRX,STOCK,NASDAQ,Matrix Service Company,MTRX|Matrix Service Company,Unknown
MTSI,STOCK,NASDAQ,"MACOM Technology Solutions Holdings, Inc.","MTSI|MACOM Technology Solutions Holdings, Inc.",Unknown
MTVA,STOCK,NASDAQ,MetaVia Inc.,MTVA|MetaVia Inc.,Unknown
MU,STOCK,NASDAQ,"Micron Technology, Inc.","MU|Micron Technology, Inc.",Unknown
MUZE,STOCK,NASDAQ,Muzero Acquisition Corp,MUZE|Muzero Acquisition Corp,Unknown
MVBF,STOCK,NASDAQ,MVB Financial Corp.,MVBF|MVB Financial Corp.,Unknown
MVIS,STOCK,NASDAQ,"MicroVision, Inc.","MVIS|MicroVision, Inc.",Unknown
MVST,STOCK,NASDAQ,"Microvast Holdings, Inc.","MVST|Microvast Holdings, Inc.",Unknown
MWH,STOCK,NASDAQ,"SOLV Energy, Inc.","MWH|SOLV Energy, Inc.",Unknown
MWYN,STOCK,NASDAQ,"Marwynn Holdings, Inc.","MWYN|Marwynn Holdings, Inc.",Unknown
MXCT,STOCK,NASDAQ,"MaxCyte, Inc.","MXCT|MaxCyte, Inc.",Unknown
MXL,STOCK,NASDAQ,"MaxLinear, Inc","MXL|MaxLinear, Inc",Unknown
MYFW,STOCK,NASDAQ,"First Western Financial, Inc.","MYFW|First Western Financial, Inc.",Unknown
MYGN,STOCK,NASDAQ,"Myriad Genetics, Inc.","MYGN|Myriad Genetics, Inc.",Unknown
MYPS,STOCK,NASDAQ,"PLAYSTUDIOS, Inc.","MYPS|PLAYSTUDIOS, Inc.",Unknown
MYRG,STOCK,NASDAQ,"MYR Group, Inc.","MYRG|MYR Group, Inc.",Unknown
MYSE,STOCK,NASDAQ,"Myseum.AI, Inc.","MYSE|Myseum.AI, Inc.",Unknown
MYSZ,STOCK,NASDAQ,"My Size, Inc.","MYSZ|My Size, Inc.",Unknown
MZTI,STOCK,NASDAQ,The Marzetti Company,MZTI|The Marzetti Company,Unknown
NAGE,STOCK,NASDAQ,"Niagen Bioscience, Inc.","NAGE|Niagen Bioscience, Inc.",Unknown
NAII,STOCK,NASDAQ,"Natural Alternatives International, Inc.","NAII|Natural Alternatives International, Inc.",Unknown
NAKA,STOCK,NASDAQ,Nakamoto Inc.,NAKA|Nakamoto Inc.,Unknown
NAMM,STOCK,NASDAQ,Namib Minerals,NAMM|Namib Minerals,Unknown
NAMS,STOCK,NASDAQ,NewAmsterdam Pharma Company N.V.,NAMS|NewAmsterdam Pharma Company N.V.,Unknown
NATH,STOCK,NASDAQ,"Nathan's Famous, Inc.","NATH|Nathan's Famous, Inc.",Unknown
NATR,STOCK,NASDAQ,"Nature's Sunshine Products, Inc.","NATR|Nature's Sunshine Products, Inc.",Unknown
NAUT,STOCK,NASDAQ,"Nautilus Biotechnology, Inc.","NAUT|Nautilus Biotechnology, Inc.",Unknown
NAVI,STOCK,NASDAQ,Navient Corporation,NAVI|Navient Corporation,Unknown
NAVN,STOCK,NASDAQ,"Navan, Inc.","NAVN|Navan, Inc.",Unknown
NB,STOCK,NASDAQ,NioCorp Developments Ltd.,NB|NioCorp Developments Ltd.,Unknown
NBBK,STOCK,NASDAQ,"NB Bancorp, Inc.","NBBK|NB Bancorp, Inc.",Unknown
NBIS,STOCK,NASDAQ,Nebius Group N.V.,NBIS|Nebius Group N.V.,Unknown
NBIX,STOCK,NASDAQ,"Neurocrine Biosciences, Inc.","NBIX|Neurocrine Biosciences, Inc.",Unknown
NBN,STOCK,NASDAQ,Northeast Bank,NBN|Northeast Bank,Unknown
NBRG,STOCK,NASDAQ,Newbridge Acquisition Limited,NBRG|Newbridge Acquisition Limited,Unknown
NBTB,STOCK,NASDAQ,NBT Bancorp Inc.,NBTB|NBT Bancorp Inc.,Unknown
NBTX,STOCK,NASDAQ,Nanobiotix S.A.,NBTX|Nanobiotix S.A.,Unknown
NCEL,STOCK,NASDAQ,NewcelX Ltd.,NCEL|NewcelX Ltd.,Unknown
NCEW,STOCK,NASDAQ,New Century Logistics (BVI) Limited,NCEW|New Century Logistics (BVI) Limited,Unknown
NCI,STOCK,NASDAQ,Neo-Concept International Group Holdings Limited,NCI|Neo-Concept International Group Holdings Limited,Unknown
NCMI,STOCK,NASDAQ,"National CineMedia, Inc.","NCMI|National CineMedia, Inc.",Unknown
NCNO,STOCK,NASDAQ,"nCino, Inc.","NCNO|nCino, Inc.",Unknown
NCPL,STOCK,NASDAQ,Netcapital Inc.,NCPL|Netcapital Inc.,Unknown
NCRA,STOCK,NASDAQ,"Nocera, Inc.","NCRA|Nocera, Inc.",Unknown
NCSM,STOCK,NASDAQ,"NCS Multistage Holdings, Inc.","NCSM|NCS Multistage Holdings, Inc.",Unknown
NCT,STOCK,NASDAQ,Intercont (Cayman) Limited,NCT|Intercont (Cayman) Limited,Unknown
NCTY,STOCK,NASDAQ,The9 Limited,NCTY|The9 Limited,Unknown
NDAQ,STOCK,NASDAQ,"Nasdaq, Inc.","NDAQ|Nasdaq, Inc.",Unknown
NDLS,STOCK,NASDAQ,Noodles & Company,NDLS|Noodles & Company,Unknown
NDRA,STOCK,NASDAQ,ENDRA Life Sciences Inc.,NDRA|ENDRA Life Sciences Inc.,Unknown
NDSN,STOCK,NASDAQ,Nordson Corporation,NDSN|Nordson Corporation,Unknown
NECB,STOCK,NASDAQ,"NorthEast Community Bancorp, Inc.","NECB|NorthEast Community Bancorp, Inc.",Unknown
NEGG,STOCK,NASDAQ,"Newegg Commerce, Inc.","NEGG|Newegg Commerce, Inc.",Unknown
NEO,STOCK,NASDAQ,"NeoGenomics, Inc.","NEO|NeoGenomics, Inc.",Unknown
NEOG,STOCK,NASDAQ,Neogen Corporation,NEOG|Neogen Corporation,Unknown
NEON,STOCK,NASDAQ,Neonode Inc.,NEON|Neonode Inc.,Unknown
NEOV,STOCK,NASDAQ,NeoVolta Inc.,NEOV|NeoVolta Inc.,Unknown
NEPH,STOCK,NASDAQ,"Nephros, Inc.","NEPH|Nephros, Inc.",Unknown
NERV,STOCK,NASDAQ,"Minerva Neurosciences, Inc","NERV|Minerva Neurosciences, Inc",Unknown
NESR,STOCK,NASDAQ,National Energy Services Reunited Corp,NESR|National Energy Services Reunited Corp,Unknown
NEUP,STOCK,NASDAQ,Neuphoria Therapeutics Inc.,NEUP|Neuphoria Therapeutics Inc.,Unknown
NEWT,STOCK,NASDAQ,"NewtekOne, Inc.","NEWT|NewtekOne, Inc.",Unknown
NEXM,STOCK,NASDAQ,NexMetals Mining Corp.,NEXM|NexMetals Mining Corp.,Unknown
NEXN,STOCK,NASDAQ,Nexxen International Ltd.,NEXN|Nexxen International Ltd.,Unknown
NEXR,STOCK,NASDAQ,Nexera Technologies Ltd,NEXR|Nexera Technologies Ltd,Unknown
NEXT,STOCK,NASDAQ,NextDecade Corporation,NEXT|NextDecade Corporation,Unknown
NFBK,STOCK,NASDAQ,"Northfield Bancorp, Inc.","NFBK|Northfield Bancorp, Inc.",Unknown
NFE,STOCK,NASDAQ,New Fortress Energy Inc.,NFE|New Fortress Energy Inc.,Unknown
NFLX,STOCK,NASDAQ,"Netflix, Inc.","NFLX|Netflix, Inc.",Unknown
NGEN,STOCK,NASDAQ,NervGen Pharma Corp.,NGEN|NervGen Pharma Corp.,Unknown
NGNE,STOCK,NASDAQ,Neurogene Inc.,NGNE|Neurogene Inc.,Unknown
NHIC,STOCK,NASDAQ,NewHold Investment Corp III,NHIC|NewHold Investment Corp III,Unknown
NHTC,STOCK,NASDAQ,Natural Health Trends Corp.,NHTC|Natural Health Trends Corp.,Unknown
NIVF,STOCK,NASDAQ,NewGenIvf Group Limited,NIVF|NewGenIvf Group Limited,Unknown
NIXX,STOCK,NASDAQ,"Nixxy, Inc.","NIXX|Nixxy, Inc.",Unknown
NKLR,STOCK,NASDAQ,Terra Innovatum Global N.V.,NKLR|Terra Innovatum Global N.V.,Unknown
NKSH,STOCK,NASDAQ,"National Bankshares, Inc.","NKSH|National Bankshares, Inc.",Unknown
NKTR,STOCK,NASDAQ,Nektar Therapeutics,NKTR|Nektar Therapeutics,Unknown
NKTX,STOCK,NASDAQ,"Nkarta, Inc.","NKTX|Nkarta, Inc.",Unknown
NMFC,STOCK,NASDAQ,New Mountain Finance Corporation,NMFC|New Mountain Finance Corporation,Unknown
NMIH,STOCK,NASDAQ,NMI Holdings Inc,NMIH|NMI Holdings Inc,Unknown
NMP,STOCK,NASDAQ,NMP Acquisition Corp.,NMP|NMP Acquisition Corp.,Unknown
NMRA,STOCK,NASDAQ,"Neumora Therapeutics, Inc.","NMRA|Neumora Therapeutics, Inc.",Unknown
NMRK,STOCK,NASDAQ,"Newmark Group, Inc.","NMRK|Newmark Group, Inc.",Unknown
NMTC,STOCK,NASDAQ,NeuroOne Medical Technologies Corporation,NMTC|NeuroOne Medical Technologies Corporation,Unknown
NN,STOCK,NASDAQ,NextNav Inc.,NN|NextNav Inc.,Unknown
NNBR,STOCK,NASDAQ,"NN, Inc.","NNBR|NN, Inc.",Unknown
NNE,STOCK,NASDAQ,Nano Nuclear Energy Inc.,NNE|Nano Nuclear Energy Inc.,Unknown
NNNN,STOCK,NASDAQ,Anbio Biotechnology,NNNN|Anbio Biotechnology,Unknown
NNOX,STOCK,NASDAQ,NANO-X IMAGING LTD,NNOX|NANO-X IMAGING LTD,Unknown
NODK,STOCK,NASDAQ,"NI Holdings, Inc.","NODK|NI Holdings, Inc.",Unknown
NOEM,STOCK,NASDAQ,CO2 Energy Transition Corp.,NOEM|CO2 Energy Transition Corp.,Unknown
NOMA,STOCK,NASDAQ,NOMADAR Corp.,NOMA|NOMADAR Corp.,Unknown
NOTV,STOCK,NASDAQ,"Inotiv, Inc.","NOTV|Inotiv, Inc.",Unknown
NOVT,STOCK,NASDAQ,Novanta Inc.,NOVT|Novanta Inc.,Unknown
NPAC,STOCK,NASDAQ,New Providence Acquisition Corp. III,NPAC|New Providence Acquisition Corp. III,Unknown
NPCE,STOCK,NASDAQ,"Neuropace, Inc.","NPCE|Neuropace, Inc.",Unknown
NPT,STOCK,NASDAQ,Texxon Holding Limited,NPT|Texxon Holding Limited,Unknown
NRC,STOCK,NASDAQ,National Research Corporation,NRC|National Research Corporation,Unknown
NRDS,STOCK,NASDAQ,"NerdWallet, Inc.","NRDS|NerdWallet, Inc.",Unknown
NRIM,STOCK,NASDAQ,Northrim BanCorp Inc,NRIM|Northrim BanCorp Inc,Unknown
NRIX,STOCK,NASDAQ,"Nurix Therapeutics, Inc.","NRIX|Nurix Therapeutics, Inc.",Unknown
NRSN,STOCK,NASDAQ,NeuroSense Therapeutics Ltd.,NRSN|NeuroSense Therapeutics Ltd.,Unknown
NRXP,STOCK,NASDAQ,"NRX Pharmaceuticals, Inc.","NRXP|NRX Pharmaceuticals, Inc.",Unknown
NSIT,STOCK,NASDAQ,"Insight Enterprises, Inc.","NSIT|Insight Enterprises, Inc.",Unknown
NSPR,STOCK,NASDAQ,InspireMD Inc.,NSPR|InspireMD Inc.,Unknown
NSSC,STOCK,NASDAQ,"NAPCO Security Technologies, Inc.","NSSC|NAPCO Security Technologies, Inc.",Unknown
NSTS,STOCK,NASDAQ,"NSTS Bancorp, Inc.","NSTS|NSTS Bancorp, Inc.",Unknown
NSYS,STOCK,NASDAQ,Nortech Systems Incorporated,NSYS|Nortech Systems Incorporated,Unknown
NTAP,STOCK,NASDAQ,"NetApp, Inc.","NTAP|NetApp, Inc.",Unknown
NTCL,STOCK,NASDAQ,NETCLASS TECHNOLOGY INC,NTCL|NETCLASS TECHNOLOGY INC,Unknown
NTCT,STOCK,NASDAQ,"NetScout Systems, Inc.","NTCT|NetScout Systems, Inc.",Unknown
NTGR,STOCK,NASDAQ,"NETGEAR, Inc.","NTGR|NETGEAR, Inc.",Unknown
NTHI,STOCK,NASDAQ,"NeOnc Technologies Holdings, Inc.","NTHI|NeOnc Technologies Holdings, Inc.",Unknown
NTIC,STOCK,NASDAQ,Northern Technologies International Corporation,NTIC|Northern Technologies International Corporation,Unknown
NTLA,STOCK,NASDAQ,"Intellia Therapeutics, Inc.","NTLA|Intellia Therapeutics, Inc.",Unknown
NTNX,STOCK,NASDAQ,"Nutanix, Inc.","NTNX|Nutanix, Inc.",Unknown
NTRA,STOCK,NASDAQ,"Natera, Inc.","NTRA|Natera, Inc.",Unknown
NTRB,STOCK,NASDAQ,Nutriband Inc.,NTRB|Nutriband Inc.,Unknown
NTRP,STOCK,NASDAQ,"NextTrip, Inc.","NTRP|NextTrip, Inc.",Unknown
NTSK,STOCK,NASDAQ,"Netskope, Inc.","NTSK|Netskope, Inc.",Unknown
NTWK,STOCK,NASDAQ,NETSOL Technologies Inc.,NTWK|NETSOL Technologies Inc.,Unknown
NTWO,STOCK,NASDAQ,Newbury Street II Acquisition Corp,NTWO|Newbury Street II Acquisition Corp,Unknown
NUAI,STOCK,NASDAQ,"New Era Energy & Digital, Inc.","NUAI|New Era Energy & Digital, Inc.",Unknown
NUCL,STOCK,NASDAQ,Eagle Nuclear Energy Corp.,NUCL|Eagle Nuclear Energy Corp.,Unknown
NUTR,STOCK,NASDAQ,Nusatrip Incorporated,NUTR|Nusatrip Incorporated,Unknown
NUTX,STOCK,NASDAQ,Nutex Health Inc.,NUTX|Nutex Health Inc.,Unknown
NUVL,STOCK,NASDAQ,"Nuvalent, Inc.","NUVL|Nuvalent, Inc.",Unknown
NUWE,STOCK,NASDAQ,"Nuwellis, Inc.","NUWE|Nuwellis, Inc.",Unknown
NVAX,STOCK,NASDAQ,"Novavax, Inc.","NVAX|Novavax, Inc.",Unknown
NVCR,STOCK,NASDAQ,NovoCure Limited,NVCR|NovoCure Limited,Unknown
NVCT,STOCK,NASDAQ,"Nuvectis Pharma, Inc.","NVCT|Nuvectis Pharma, Inc.",Unknown
NVDA,STOCK,NASDAQ,NVIDIA Corporation,NVDA|NVIDIA Corporation|Nvidia|NVIDIA,Unknown
NVEC,STOCK,NASDAQ,NVE Corporation,NVEC|NVE Corporation,Unknown
NVMI,STOCK,NASDAQ,Nova Ltd.,NVMI|Nova Ltd.,Unknown
NVNI,STOCK,NASDAQ,Nvni Group Limited,NVNI|Nvni Group Limited,Unknown
NVNO,STOCK,NASDAQ,enVVeno Medical Corporation,NVNO|enVVeno Medical Corporation,Unknown
NVTS,STOCK,NASDAQ,Navitas Semiconductor Corporation,NVTS|Navitas Semiconductor Corporation,Unknown
NVVE,STOCK,NASDAQ,Nuvve Holding Corp.,NVVE|Nuvve Holding Corp.,Unknown
NVX,STOCK,NASDAQ,NOVONIX Limited,NVX|NOVONIX Limited,Unknown
NWBI,STOCK,NASDAQ,"Northwest Bancshares, Inc.","NWBI|Northwest Bancshares, Inc.",Unknown
